from,to,path
24,110,81;30;111;68;69;123
24,110,156;30;111;68;69;123
24,111,81;30
24,111,156;30
24,113,142;92;67
24,116,81;30;120;148
24,116,156;30;120;148
24,116,81;30;120;88
24,116,156;30;120;88
24,116,81;30;120;10
24,116,156;30;120;10
24,118,81;30;0;68;69;123
24,118,156;30;0;68;69;123
24,118,81;30;111;68;69;123
24,118,156;30;111;68;69;123
24,119,81;30;120;148
24,119,156;30;120;148
24,120,81;30
24,120,156;30
24,122,156;30;120;148;127;7;72
24,122,81;30;120;148;127;7;72
24,122,156;30;120;148;65;7;72
24,122,81;30;120;148;65;7;72
24,122,156;30;120;148;65;128;72
24,122,81;30;120;148;65;128;72
24,123,156;30;111;68;69
24,123,81;30;111;68;69
24,123,156;30;0;68;69
24,123,81;30;0;68;69
24,125,156;30;120;148;119
24,125,81;30;120;148;119
24,125,156;30;120;148;65
24,125,81;30;120;148;65
24,127,81;30;120;148
24,127,156;30;120;148
24,128,156;30;120;148;65
24,128,81;30;120;148;65
24,132,156;30;120;10;116;56;51
24,132,81;30;120;10;116;56;51
24,132,156;30;120;88;116;56;51
24,132,81;30;120;88;116;56;51
24,132,156;30;120;148;116;56;51
24,132,81;30;120;148;116;56;51
24,133,142;22;66
24,133,81;22;66
24,133,156;30;66
24,133,81;30;66
24,137,81;30;120;109
24,137,156;30;120;109
24,137,81;30;120;50
24,137,156;30;120;50
24,138,81;30;120;148;65;7
24,138,156;30;120;148;65;7
24,138,81;30;120;148;127;7
24,138,156;30;120;148;127;7
24,138,81;30;120;148;116;56
24,138,156;30;120;148;116;56
24,138,81;30;120;88;116;56
24,138,156;30;120;88;116;56
24,138,81;30;120;10;116;56
24,138,156;30;120;10;116;56
24,139,156;30;111;68;145
24,139,81;30;111;68;145
24,139,156;30;0;68;145
24,139,81;30;0;68;145
24,139,156;30;120;8;145
24,139,81;30;120;8;145
24,139,156;30;120;55;145
24,139,81;30;120;55;145
24,139,156;30;111;68;69
24,139,81;30;111;68;69
24,139,156;30;0;68;69
24,139,81;30;0;68;69
24,140,81;30
24,140,156;30
24,145,81;30;120;55
24,145,156;30;120;55
24,145,81;30;120;8
24,145,156;30;120;8
24,145,81;30;0;68
24,145,156;30;0;68
24,145,81;30;111;68
24,145,156;30;111;68
24,146,156;30;74
24,146,81;30;74
24,146,156;30;0
24,146,81;30;0
24,148,156;30;120
24,148,81;30;120
24,149,81;30;0;68;69;123
24,149,156;30;0;68;69;123
24,149,81;30;111;68;69;123
24,149,156;30;111;68;69;123
24,153,156;30;140
24,153,81;30;140
24,153,156;30;80
24,153,81;30;80
24,153,156;30;74
24,153,81;30;74
24,153,156;30;0
24,153,81;30;0
24,154,156;30;120;148;127;7;72
24,154,81;30;120;148;127;7;72
24,154,156;30;120;148;65;7;72
24,154,81;30;120;148;65;7;72
24,154,156;30;120;148;65;128;72
24,154,81;30;120;148;65;128;72
24,157,81;30;0;68;69;123
24,157,156;30;0;68;69;123
24,157,81;30;111;68;69;123
24,157,156;30;111;68;69;123
25,32,33
25,32,27
25,35,108;107;93
25,35,28;107;93
25,35,108;107;21
25,35,28;107;21
25,35,108;13;21
25,38,28;86;2;100;132;51;56
25,38,108;107;2;100;132;51;56
25,38,28;107;2;100;132;51;56
25,39,28;86;2;100;132;51;56
25,39,108;107;2;100;132;51;56
25,39,28;107;2;100;132;51;56
25,40,28;134;47
25,40,27;134;47
25,40,27;131;49
25,40,28;134;49
25,40,27;134;49
25,44,28;86
25,44,27;134
25,44,28;134
25,47,27;134
25,47,28;134
25,49,27;134
25,49,28;134
25,49,27;131
25,51,28;86;2;100;132
25,51,108;107;2;100;132
25,51,28;107;2;100;132
25,54,28;107;93;124
25,54,108;107;93;124
25,55,28;86;44;71;139;145
25,55,27;134;44;71;139;145
25,55,28;134;44;71;139;145
25,56,28;107;2;100;132;51
25,56,108;107;2;100;132;51
25,56,28;86;2;100;132;51
25,57,108;13;143
25,57,108;107;21
25,57,28;107;21
25,57,108;13;21
25,58,28;86;44;71;139;145
25,58,27;134;44;71;139;145
25,58,28;134;44;71;139;145
25,60,108;107;93
25,60,28;107;93
25,61,28;107;93;124
25,61,108;107;93;124
25,61,28;107;93;60
25,61,108;107;93;60
25,68,28;86;44;71;139;145
25,68,27;134;44;71;139;145
25,68,28;134;44;71;139;145
25,68,28;86;44;71;73;69
25,68,27;134;44;71;73;69
25,68,28;134;44;71;73;69
25,68,28;86;44;71;139;69
25,68,27;134;44;71;139;69
25,68,28;134;44;71;139;69
25,69,28;134;44;71;139
25,69,27;134;44;71;139
25,69,28;86;44;71;139
25,69,28;134;44;71;73
25,69,27;134;44;71;73
25,69,28;86;44;71;73
25,71,28;134;44
25,71,27;134;44
25,71,28;86;44
25,72,28;107;2;100;132;51
25,72,108;107;2;100;132;51
25,72,28;86;2;100;132;51
25,73,28;86;44;71
25,73,27;134;44;71
25,73,28;134;44;71
25,75,27;131
25,79,28;86;44;71;73;123
25,79,27;134;44;71;73;123
25,79,28;134;44;71;73;123
25,79,28;86;44;71;73;69
25,79,27;134;44;71;73;69
25,79,28;134;44;71;73;69
25,79,28;86;44;71;139;69
25,79,27;134;44;71;139;69
25,79,28;134;44;71;139;69
25,83,28;86;44;71
25,83,27;134;44;71
25,83,28;134;44;71
25,84,33;4;102;130
25,85,28;107;93;60
25,85,108;107;93;60
25,85,108;13;21;35
25,85,28;107;21;35
25,85,108;107;21;35
25,85,28;107;93;35
25,85,108;107;93;35
25,86,28
25,87,28;86;2;100;132;51;138
25,87,108;107;2;100;132;51;138
25,87,28;107;2;100;132;51;138
25,89,28;107;2;100;132;51
25,89,108;107;2;100;132;51
25,89,28;86;2;100;132;51
25,90,28;134;44;71;139;145;58
25,90,27;134;44;71;139;145;58
25,90,28;86;44;71;139;145;58
25,90,28;134;44;71;139;145;20
25,90,27;134;44;71;139;145;20
25,90,28;86;44;71;139;145;20
25,91,33;32;158
25,91,27;32;158
25,91,33;4;158
25,91,33;32;141
25,91,27;32;141
25,93,28;107
25,93,108;107
25,94,108;107;93
25,94,28;107;93
25,94,28;86;2
25,94,108;107;2
25,94,28;107;2
25,97,28;107;2;100;132;51
25,97,108;107;2;100;132;51
25,97,28;86;2;100;132;51
25,100,28;86;2
25,100,108;107;2
25,100,28;107;2
25,101,33;32;158
25,101,27;32;158
25,101,33;4;158
25,101,33;32;141
25,101,27;32;141
25,102,33;4
25,104,28;86;2;100;132;51;56
25,104,108;107;2;100;132;51;56
25,104,28;107;2;100;132;51;56
25,104,28;86;2;100;132;51;11
25,104,108;107;2;100;132;51;11
25,104,28;107;2;100;132;51;11
25,107,108
25,107,28
25,110,28;86;44;71;73;123
25,110,27;134;44;71;73;123
25,110,28;134;44;71;73;123
25,111,28;134;44;71;139;69;68
25,111,27;134;44;71;139;69;68
25,111,28;86;44;71;139;69;68
25,111,28;134;44;71;73;69;68
25,111,27;134;44;71;73;69;68
25,111,28;86;44;71;73;69;68
25,111,28;134;44;71;139;145;68
25,111,27;134;44;71;139;145;68
25,111,28;86;44;71;139;145;68
25,116,28;86;2;100;132;51;56
25,116,108;107;2;100;132;51;56
25,116,28;107;2;100;132;51;56
25,117,28;86;2;100;132
25,117,108;107;2;100;132
25,117,28;107;2;100;132
25,118,28;86;44;71;73;123
25,118,27;134;44;71;73;123
25,118,28;134;44;71;73;123
25,119,28;134;44;71;139;145;20
25,119,27;134;44;71;139;145;20
25,119,28;86;44;71;139;145;20
25,120,28;134;44;71;139;145;55
25,120,27;134;44;71;139;145;55
25,120,28;86;44;71;139;145;55
25,120,28;134;44;71;139;145;8
25,120,27;134;44;71;139;145;8
25,120,28;86;44;71;139;145;8
25,121,27;32
25,121,33;32
25,122,28;86;2;100;132;51;72
25,122,108;107;2;100;132;51;72
25,122,28;107;2;100;132;51;72
25,123,28;134;44;71;73
25,123,27;134;44;71;73
25,123,28;86;44;71;73
25,124,108;107;93
25,124,28;107;93
25,125,28;134;44;71;139;145;20
25,125,27;134;44;71;139;145;20
25,125,28;86;44;71;139;145;20
25,126,28;107;93;60
25,126,108;107;93;60
25,128,28;86;2;100;132;51;72
25,128,108;107;2;100;132;51;72
25,128,28;107;2;100;132;51;72
25,129,27;131;75
25,129,27;131;49
25,129,28;134;49
25,129,27;134;49
25,130,33;4;102
25,131,27
25,132,28;107;2;100
25,132,108;107;2;100
25,132,28;86;2;100
25,134,28
25,134,27
25,136,33;4;102;130
25,136,27;32;141;101
25,136,33;32;141;101
25,136,33;4;158;101
25,136,27;32;158;101
25,136,33;32;158;101
25,138,28;107;2;100;132;51
25,138,108;107;2;100;132;51
25,138,28;86;2;100;132;51
25,139,28;86;44;71
25,139,27;134;44;71
25,139,28;134;44;71
25,141,27;32
25,141,33;32
25,143,108;13
25,144,28;86
25,145,28;134;44;71;139
25,145,27;134;44;71;139
25,145,28;86;44;71;139
25,146,28;134;44;71;139;69;68
25,146,27;134;44;71;139;69;68
25,146,28;86;44;71;139;69;68
25,146,28;134;44;71;73;69;68
25,146,27;134;44;71;73;69;68
25,146,28;86;44;71;73;69;68
25,146,28;134;44;71;139;145;68
25,146,27;134;44;71;139;145;68
25,146,28;86;44;71;139;145;68
25,147,27;131
25,147,27;32
25,147,33;32
25,149,28;86;44;71;73;123
25,149,27;134;44;71;73;123
25,149,28;134;44;71;73;123
25,154,28;86;2;100;132;51;72
25,154,108;107;2;100;132;51;72
25,154,28;107;2;100;132;51;72
25,157,28;86;44;71;73;123
25,157,27;134;44;71;73;123
25,157,28;134;44;71;73;123
25,158,33;4
25,158,27;32
25,158,33;32
25,159,33;32;158
25,159,27;32;158
25,159,33;4;158
25,160,28;86;2;100;132
25,160,108;107;2;100;132
25,160,28;107;2;100;132
26,31,151;95;59;64;106;34;112
26,34,151;95;59;64;106
26,45,151;95;59
26,59,151;95
26,64,151;95;59
26,95,151
26,106,151;95;59;64
26,112,151;95;59;64;106;34
27,30,134;44;71;139;145;8;120
27,30,134;44;71;139;145;55;120
27,30,134;44;71;139;145;68;111
27,30,134;44;71;73;69;68;111
27,30,134;44;71;139;69;68;111
27,30,134;44;71;139;145;68;0
27,30,134;44;71;73;69;68;0
27,30,134;44;71;139;69;68;0
27,35,28;107;93
27,35,28;107;21
27,36,134;44;71;139;145;20;125
27,38,134;86;2;100;132;51;56
27,38,28;86;2;100;132;51;56
27,38,28;107;2;100;132;51;56
27,39,134;86;2;100;132;51;56
27,39,28;86;2;100;132;51;56
27,39,28;107;2;100;132;51;56
27,40,134;47
27,40,131;49
27,40,134;49
27,44,134
27,46,25
27,47,134
27,48,134;44;71;139;145;8;120
27,48,134;44;71;139;145;55;120
27,49,134
27,49,131
27,50,134;44;71;139;145;8;120
27,50,134;44;71;139;145;55;120
27,51,134;86;2;100;132
27,51,28;86;2;100;132
27,51,28;107;2;100;132
27,53,33
27,53,25
27,54,28;107;93;124
27,55,134;44;71;139;145
27,56,28;107;2;100;132;51
27,56,28;86;2;100;132;51
27,56,134;86;2;100;132;51
27,57,28;107;21
27,58,134;44;71;139;145
27,60,28;107;93
27,61,28;107;93;124
27,61,28;107;93;60
27,65,134;44;71;139;145;20;125
27,65,134;44;71;139;145;20;119
27,66,134;44;71;139;145;68;111
27,66,134;44;71;73;69;68;111
27,66,134;44;71;139;69;68;111
27,68,134;44;71;139;145
27,68,134;44;71;73;69
27,68,134;44;71;139;69
27,69,134;44;71;139
27,69,134;44;71;73
27,71,134;44
27,72,28;107;2;100;132;51
27,72,28;86;2;100;132;51
27,72,134;86;2;100;132;51
27,73,134;44;71
27,74,134;44;71;139;145;8;120
27,74,134;44;71;139;145;55;120
27,74,134;44;71;139;145;68;146
27,74,134;44;71;73;69;68;146
27,74,134;44;71;139;69;68;146
27,75,131
27,76,134;44;71;139;145;8;120
27,76,134;44;71;139;145;55;120
27,79,134;44;71;73;123
27,79,134;44;71;73;69
27,79,134;44;71;139;69
27,82,134;44;71;139;145;8;120
27,82,134;44;71;139;145;55;120
27,83,134;44;71
27,84,32;158;102;130
27,84,32;4;102;130
27,84,33;4;102;130
27,84,32;158;101;130
27,84,32;141;101;130
27,84,32;158;17;130
27,84,32;158;159;130
27,85,28;107;93;60
27,85,28;107;21;35
27,85,28;107;93;35
27,86,134
27,86,28
27,87,134;86;2;100;132;51;138
27,87,28;86;2;100;132;51;138
27,87,28;107;2;100;132;51;138
27,88,134;44;71;139;145;8;120
27,88,134;44;71;139;145;55;120
27,89,28;107;2;100;132;51
27,89,28;86;2;100;132;51
27,89,134;86;2;100;132;51
27,90,134;44;71;139;145;58
27,90,134;44;71;139;145;20
27,91,32;158
27,91,32;141
27,93,28;107
27,94,28;107;93
27,94,134;86;2
27,94,28;86;2
27,94,28;107;2
27,96,134;44;71;139;145;20;119
27,97,28;107;2;100;132;51
27,97,28;86;2;100;132;51
27,97,134;86;2;100;132;51
27,98,134;44;71;139;145;8;120
27,98,134;44;71;139;145;55;120
27,99,134;44;71;139;145;58;1
27,99,134;44;71;139;145;20;125
27,100,134;86;2
27,100,28;86;2
27,100,28;107;2
27,101,32;158
27,101,32;141
27,102,32;158
27,102,32;4
27,102,33;4
27,104,134;86;2;100;132;51;56
27,104,28;86;2;100;132;51;56
27,104,28;107;2;100;132;51;56
27,104,134;86;2;100;132;51;11
27,104,28;86;2;100;132;51;11
27,104,28;107;2;100;132;51;11
27,107,28
27,108,28
27,108,25
27,109,134;44;71;139;145;8;120
27,109,134;44;71;139;145;55;120
27,110,134;44;71;73;123
27,111,134;44;71;139;69;68
27,111,134;44;71;73;69;68
27,111,134;44;71;139;145;68
27,116,134;86;2;100;132;51;56
27,116,28;86;2;100;132;51;56
27,116,28;107;2;100;132;51;56
27,117,134;86;2;100;132
27,117,28;86;2;100;132
27,117,28;107;2;100;132
27,118,134;44;71;73;123
27,119,134;44;71;139;145;20
27,120,134;44;71;139;145;55
27,120,134;44;71;139;145;8
27,121,32
27,122,134;86;2;100;132;51;72
27,122,28;86;2;100;132;51;72
27,122,28;107;2;100;132;51;72
27,123,134;44;71;73
27,124,28;107;93
27,125,134;44;71;139;145;20
27,126,28;107;93;60
27,128,134;86;2;100;132;51;72
27,128,28;86;2;100;132;51;72
27,128,28;107;2;100;132;51;72
27,129,131;75
27,129,131;49
27,129,134;49
27,130,32;158;159
27,130,32;158;17
27,130,32;141;101
27,130,32;158;101
27,130,33;4;102
27,130,32;4;102
27,130,32;158;102
27,132,28;107;2;100
27,132,28;86;2;100
27,132,134;86;2;100
27,136,32;141;101
27,136,32;158;101
27,138,28;107;2;100;132;51
27,138,28;86;2;100;132;51
27,138,134;86;2;100;132;51
27,139,134;44;71
27,140,134;44;71;139;145;68;0
27,140,134;44;71;73;69;68;0
27,140,134;44;71;139;69;68;0
27,141,32
27,143,28;107;21
27,143,28;108;13
27,143,25;108;13
27,143,28;107;13
27,144,28;86
27,144,134;86
27,145,134;44;71;139
27,146,134;44;71;139;69;68
27,146,134;44;71;73;69;68
27,146,134;44;71;139;145;68
27,147,131
27,147,32
27,148,134;44;71;139;145;20;119
27,148,134;44;71;139;145;8;120
27,148,134;44;71;139;145;55;120
27,149,134;44;71;73;123
27,153,134;44;71;139;145;68;146
27,153,134;44;71;73;69;68;146
27,153,134;44;71;139;69;68;146
27,153,134;44;71;139;145;68;0
27,153,134;44;71;73;69;68;0
27,153,134;44;71;139;69;68;0
27,154,134;86;2;100;132;51;72
27,154,28;86;2;100;132;51;72
27,154,28;107;2;100;132;51;72
27,157,134;44;71;73;123
27,158,32
27,159,32;158
27,160,134;86;2;100;132
27,160,28;86;2;100;132
27,160,28;107;2;100;132
28,30,134;44;71;139;145;8;120
28,30,86;44;71;139;145;8;120
28,30,134;44;71;139;145;55;120
28,30,86;44;71;139;145;55;120
28,30,134;44;71;139;145;68;111
28,30,86;44;71;139;145;68;111
28,30,134;44;71;73;69;68;111
28,30,86;44;71;73;69;68;111
28,30,134;44;71;139;69;68;111
28,30,86;44;71;139;69;68;111
28,30,134;44;71;139;145;68;0
28,30,86;44;71;139;145;68;0
28,30,134;44;71;73;69;68;0
28,30,86;44;71;73;69;68;0
28,30,134;44;71;139;69;68;0
28,30,86;44;71;139;69;68;0
28,32,27
28,33,27
28,33,25
28,35,107;93
28,35,107;21
28,36,134;44;71;139;145;20;125
28,36,86;44;71;139;145;20;125
28,36,107;2;100;132;51;72;128
28,36,86;2;100;132;51;72;128
28,38,86;2;100;132;51;56
28,38,107;2;100;132;51;56
28,39,86;2;100;132;51;56
28,39,107;2;100;132;51;56
28,40,134;49
28,40,134;47
28,44,134
28,44,86
28,46,25
28,47,134
28,48,134;44;71;139;145;8;120
28,48,86;44;71;139;145;8;120
28,48,134;44;71;139;145;55;120
28,48,86;44;71;139;145;55;120
28,49,134
28,50,134;44;71;139;145;8;120
28,50,86;44;71;139;145;8;120
28,50,134;44;71;139;145;55;120
28,50,86;44;71;139;145;55;120
28,51,86;2;100;132
28,51,107;2;100;132
28,53,25
28,54,107;93;124
28,55,134;44;71;139;145
28,55,86;44;71;139;145
28,56,107;2;100;132;51
28,56,86;2;100;132;51
28,57,107;21
28,58,134;44;71;139;145
28,58,86;44;71;139;145
28,60,107;93
28,61,107;93;124
28,61,107;93;60
28,65,134;44;71;139;145;20;125
28,65,86;44;71;139;145;20;125
28,65,134;44;71;139;145;20;119
28,65,86;44;71;139;145;20;119
28,65,107;2;100;132;51;72;128
28,65,86;2;100;132;51;72;128
28,65,107;2;100;132;51;56;7
28,65,86;2;100;132;51;56;7
28,65,107;2;100;132;51;72;7
28,65,86;2;100;132;51;72;7
28,65,107;2;100;132;51;138;7
28,65,86;2;100;132;51;138;7
28,66,134;44;71;139;145;68;111
28,66,86;44;71;139;145;68;111
28,66,134;44;71;73;69;68;111
28,66,86;44;71;73;69;68;111
28,66,134;44;71;139;69;68;111
28,66,86;44;71;139;69;68;111
28,68,134;44;71;139;145
28,68,86;44;71;139;145
28,68,134;44;71;73;69
28,68,86;44;71;73;69
28,68,134;44;71;139;69
28,68,86;44;71;139;69
28,69,86;44;71;139
28,69,134;44;71;139
28,69,86;44;71;73
28,69,134;44;71;73
28,71,86;44
28,71,134;44
28,72,107;2;100;132;51
28,72,86;2;100;132;51
28,73,134;44;71
28,73,86;44;71
28,74,134;44;71;139;145;8;120
28,74,86;44;71;139;145;8;120
28,74,134;44;71;139;145;55;120
28,74,86;44;71;139;145;55;120
28,74,134;44;71;139;145;68;146
28,74,86;44;71;139;145;68;146
28,74,134;44;71;73;69;68;146
28,74,86;44;71;73;69;68;146
28,74,134;44;71;139;69;68;146
28,74,86;44;71;139;69;68;146
28,75,134;49
28,75,27;131
28,75,134;131
28,76,134;44;71;139;145;8;120
28,76,86;44;71;139;145;8;120
28,76,134;44;71;139;145;55;120
28,76,86;44;71;139;145;55;120
28,78,107;2;100;132;51;56;116
28,78,86;2;100;132;51;56;116
28,79,134;44;71;73;123
28,79,86;44;71;73;123
28,79,134;44;71;73;69
28,79,86;44;71;73;69
28,79,134;44;71;139;69
28,79,86;44;71;139;69
28,82,134;44;71;139;145;8;120
28,82,86;44;71;139;145;8;120
28,82,134;44;71;139;145;55;120
28,82,86;44;71;139;145;55;120
28,83,134;44;71
28,83,86;44;71
28,84,27;32;158;102;130
28,84,27;33;4;102;130
28,84,25;33;4;102;130
28,84,27;32;4;102;130
28,84,27;32;158;101;130
28,84,27;32;141;101;130
28,84,27;32;158;17;130
28,84,27;32;158;159;130
28,85,107;93;60
28,85,107;21;35
28,85,107;93;35
28,87,86;2;100;132;51;138
28,87,107;2;100;132;51;138
28,88,134;44;71;139;145;8;120
28,88,86;44;71;139;145;8;120
28,88,134;44;71;139;145;55;120
28,88,86;44;71;139;145;55;120
28,88,107;2;100;132;51;56;116
28,88,86;2;100;132;51;56;116
28,89,107;2;100;132;51
28,89,86;2;100;132;51
28,90,86;44;71;139;145;58
28,90,134;44;71;139;145;58
28,90,86;44;71;139;145;20
28,90,134;44;71;139;145;20
28,91,27;32;158
28,91,27;32;141
28,93,107
28,94,107;93
28,94,86;2
28,94,107;2
28,96,134;44;71;139;145;20;119
28,96,86;44;71;139;145;20;119
28,97,107;2;100;132;51
28,97,86;2;100;132;51
28,98,134;44;71;139;145;8;120
28,98,86;44;71;139;145;8;120
28,98,134;44;71;139;145;55;120
28,98,86;44;71;139;145;55;120
28,99,134;44;71;139;145;58;1
28,99,86;44;71;139;145;58;1
28,99,134;44;71;139;145;20;125
28,99,86;44;71;139;145;20;125
28,100,86;2
28,100,107;2
28,101,27;32;158
28,101,27;32;141
28,102,27;32;158
28,102,27;33;4
28,102,25;33;4
28,102,27;32;4
28,104,86;2;100;132;51;56
28,104,107;2;100;132;51;56
28,104,86;2;100;132;51;11
28,104,107;2;100;132;51;11
28,109,134;44;71;139;145;8;120
28,109,86;44;71;139;145;8;120
28,109,134;44;71;139;145;55;120
28,109,86;44;71;139;145;55;120
28,110,134;44;71;73;123
28,110,86;44;71;73;123
28,111,86;44;71;139;69;68
28,111,134;44;71;139;69;68
28,111,86;44;71;73;69;68
28,111,134;44;71;73;69;68
28,111,86;44;71;139;145;68
28,111,134;44;71;139;145;68
28,116,86;2;100;132;51;56
28,116,107;2;100;132;51;56
28,117,86;2;100;132
28,117,107;2;100;132
28,118,134;44;71;73;123
28,118,86;44;71;73;123
28,119,86;44;71;139;145;20
28,119,134;44;71;139;145;20
28,120,86;44;71;139;145;55
28,120,134;44;71;139;145;55
28,120,86;44;71;139;145;8
28,120,134;44;71;139;145;8
28,121,27;32
28,122,86;2;100;132;51;72
28,122,107;2;100;132;51;72
28,123,86;44;71;73
28,123,134;44;71;73
28,124,107;93
28,125,86;44;71;139;145;20
28,125,134;44;71;139;145;20
28,126,107;93;60
28,127,107;2;100;132;51;56;116
28,127,86;2;100;132;51;56;116
28,127,107;2;100;132;51;56;38
28,127,86;2;100;132;51;56;38
28,127,107;2;100;132;51;56;7
28,127,86;2;100;132;51;56;7
28,127,107;2;100;132;51;72;7
28,127,86;2;100;132;51;72;7
28,127,107;2;100;132;51;138;7
28,127,86;2;100;132;51;138;7
28,128,86;2;100;132;51;72
28,128,107;2;100;132;51;72
28,129,134;49
28,130,27;32;158;159
28,130,27;32;158;17
28,130,27;32;141;101
28,130,27;32;158;101
28,130,27;32;4;102
28,130,25;33;4;102
28,130,27;33;4;102
28,130,27;32;158;102
28,131,134
28,131,27
28,132,107;2;100
28,132,86;2;100
28,136,27;32;141;101
28,136,27;32;158;101
28,138,107;2;100;132;51
28,138,86;2;100;132;51
28,139,134;44;71
28,139,86;44;71
28,140,134;44;71;139;145;68;0
28,140,86;44;71;139;145;68;0
28,140,134;44;71;73;69;68;0
28,140,86;44;71;73;69;68;0
28,140,134;44;71;139;69;68;0
28,140,86;44;71;139;69;68;0
28,141,27;32
28,143,107;21
28,143,107;13
28,143,108;13
28,144,86
28,145,86;44;71;139
28,145,134;44;71;139
28,146,86;44;71;139;69;68
28,146,134;44;71;139;69;68
28,146,86;44;71;73;69;68
28,146,134;44;71;73;69;68
28,146,86;44;71;139;145;68
28,146,134;44;71;139;145;68
28,147,27;131
28,147,134;131
28,147,27;32
28,148,134;44;71;139;145;20;119
28,148,86;44;71;139;145;20;119
28,148,134;44;71;139;145;8;120
28,148,86;44;71;139;145;8;120
28,148,134;44;71;139;145;55;120
28,148,86;44;71;139;145;55;120
28,148,107;2;100;132;51;56;116
28,148,86;2;100;132;51;56;116
28,149,134;44;71;73;123
28,149,86;44;71;73;123
28,153,134;44;71;139;145;68;146
28,153,86;44;71;139;145;68;146
28,153,134;44;71;73;69;68;146
28,153,86;44;71;73;69;68;146
28,153,134;44;71;139;69;68;146
28,153,86;44;71;139;69;68;146
28,153,134;44;71;139;145;68;0
28,153,86;44;71;139;145;68;0
28,153,134;44;71;73;69;68;0
28,153,86;44;71;73;69;68;0
28,153,134;44;71;139;69;68;0
28,153,86;44;71;139;69;68;0
28,154,86;2;100;132;51;72
28,154,107;2;100;132;51;72
28,157,134;44;71;73;123
28,157,86;44;71;73;123
28,158,27;32
28,159,27;32;158
28,160,86;2;100;132
28,160,107;2;100;132
29,31,115
29,34,115;31;112
29,43,115
29,45,115;31;112;34;106;64
29,52,5;18
29,52,15;18
29,52,115;18
29,59,115;31;112;34;106;64
29,62,5;18
29,62,15;18
29,62,115;18
29,64,115;31;112;34;106
29,95,115;31;112;34;106;64;59
29,106,115;31;112;34
29,112,115;31
29,114,15
29,114,5
29,135,5;18
29,135,15;18
29,135,115;18
29,152,5
29,155,115;31
29,155,5;18
29,155,15;18
29,155,115;18
30,36,120;148;65
30,38,120;148;127
30,38,120;10;116
30,38,120;88;116
30,38,120;148;116
30,39,120;148;116;56
30,39,120;88;116;56
30,39,120;10;116;56
30,42,22;142;92;67
30,42,81;142;92;67
30,44,111;68;69;73;71
30,44,0;68;69;73;71
30,44,111;68;145;139;71
30,44,0;68;145;139;71
30,44,120;8;145;139;71
30,44,120;55;145;139;71
30,44,111;68;69;139;71
30,44,0;68;69;139;71
30,47,111;68;69;73;71;44;134
30,47,0;68;69;73;71;44;134
30,47,111;68;145;139;71;44;134
30,47,0;68;145;139;71;44;134
30,47,120;8;145;139;71;44;134
30,47,120;55;145;139;71;44;134
30,47,111;68;69;139;71;44;134
30,47,0;68;69;139;71;44;134
30,48,120
30,49,111;68;69;73;71;44;134
30,49,0;68;69;73;71;44;134
30,49,111;68;145;139;71;44;134
30,49,0;68;145;139;71;44;134
30,49,120;8;145;139;71;44;134
30,49,120;55;145;139;71;44;134
30,49,111;68;69;139;71;44;134
30,49,0;68;69;139;71;44;134
30,50,120
30,51,120;148;116;56
30,51,120;88;116;56
30,51,120;10;116;56
30,55,120
30,56,120;10;116
30,56,120;88;116
30,56,120;148;116
30,58,111;68;145
30,58,0;68;145
30,58,120;8;145
30,58,120;55;145
30,65,120;148
30,67,81;142;92
30,67,22;142;92
30,68,111
30,68,0
30,69,0;68
30,69,111;68
30,71,0;68;69;139
30,71,111;68;69;139
30,71,120;55;145;139
30,71,120;8;145;139
30,71,0;68;145;139
30,71,111;68;145;139
30,71,0;68;69;73
30,71,111;68;69;73
30,72,120;148;65;128
30,72,120;148;65;7
30,72,120;148;127;7
30,73,111;68;69
30,73,0;68;69
30,77,76
30,78,120;88
30,79,111;68;69
30,79,0;68;69
30,82,120
30,83,0;68;69;139
30,83,111;68;69;139
30,83,120;55;145;139
30,83,120;8;145;139
30,83,0;68;145;139
30,83,111;68;145;139
30,86,0;68;69;139;71;44
30,86,111;68;69;139;71;44
30,86,120;55;145;139;71;44
30,86,120;8;145;139;71;44
30,86,0;68;145;139;71;44
30,86,111;68;145;139;71;44
30,86,0;68;69;73;71;44
30,86,111;68;69;73;71;44
30,87,120;148;65;7
30,87,120;148;127;7
30,88,120
30,89,120;148;116;56
30,89,120;88;116;56
30,89,120;10;116;56
30,90,120;148;65;125
30,90,120;148;119;125
30,90,120;55;145;58
30,90,120;8;145;58
30,90,0;68;145;58
30,90,111;68;145;58
30,90,120;55;145;20
30,90,120;8;145;20
30,90,0;68;145;20
30,90,111;68;145;20
30,90,120;148;119;20
30,92,22;142
30,92,81;142
30,96,120;148
30,97,120;10;116;56;51
30,97,120;88;116;56;51
30,97,120;148;116;56;51
30,99,120;148;65;125
30,99,120;148;119;125
30,99,120;148;65;36
30,100,120;148;116;56;51;132
30,100,120;88;116;56;51;132
30,100,120;10;116;56;51;132
30,104,120;148;116;56
30,104,120;88;116;56
30,104,120;10;116;56
30,107,111;68;69;73;71;44;86
30,107,0;68;69;73;71;44;86
30,107,111;68;145;139;71;44;86
30,107,0;68;145;139;71;44;86
30,107,120;8;145;139;71;44;86
30,107,120;55;145;139;71;44;86
30,107,111;68;69;139;71;44;86
30,107,0;68;69;139;71;44;86
30,109,120
30,110,0;68;69;123
30,110,111;68;69;123
30,113,22;142;92;67
